"ANTHRO101A","H&S"
"ANTHRO101B","H&S"
"ANTHRO101S","H&S"
"ANTHRO102","H&S"
"ANTHRO102A","H&S"
"ANTHRO102B","H&S"
"ANTHRO103","H&S"
"ANTHRO103A","H&S"
"ANTHRO105","H&S"
"ANTHRO105A","H&S"
"ANTHRO106","H&S"
"ANTHRO106A","H&S"
"ANTHRO107A","H&S"
"ANTHRO108A","H&S"
"ANTHRO108B","H&S"
"ANTHRO108E","H&S"
"ANTHRO109","H&S"
"ANTHRO109A","H&S"
"ANTHRO110","H&S"
"ANTHRO110A","H&S"
"ANTHRO110B","H&S"
"ANTHRO111","H&S"
"ANTHRO111A","H&S"
"ANTHRO111B","H&S"
"ANTHRO112","H&S"
"ANTHRO112A","H&S"
"ANTHRO112B","H&S"
"ANTHRO113","H&S"
"ANTHRO113B","H&S"
"ANTHRO114","H&S"
"ANTHRO114A","H&S"
"ANTHRO114B","H&S"
"ANTHRO115","H&S"
"ANTHRO115B","H&S"
"ANTHRO116","H&S"
"ANTHRO116B","H&S"
"ANTHRO116C","H&S"
"ANTHRO117","H&S"
"ANTHRO117A","H&S"
"ANTHRO117B","H&S"
"ANTHRO117C","H&S"
"ANTHRO118","H&S"
"ANTHRO118A","H&S"
"ANTHRO118C","H&S"
"ANTHRO119","H&S"
"ANTHRO120","H&S"
"ANTHRO120B","H&S"
"ANTHRO120F","H&S"
"ANTHRO121","H&S"
"ANTHRO121A","H&S"
"ANTHRO121B","H&S"
"ANTHRO122A","H&S"
"ANTHRO122C","H&S"
"ANTHRO123","H&S"
"ANTHRO123A","H&S"
"ANTHRO124","H&S"
"ANTHRO124N","H&S"
"ANTHRO125","H&S"
"ANTHRO125A","H&S"
"ANTHRO125S","H&S"
"ANTHRO126","H&S"
"ANTHRO126A","H&S"
"ANTHRO127","H&S"
"ANTHRO127A","H&S"
"ANTHRO128","H&S"
"ANTHRO128A","H&S"
"ANTHRO130A","H&S"
"ANTHRO130B","H&S"
"ANTHRO130D","H&S"
"ANTHRO131","H&S"
"ANTHRO132","H&S"
"ANTHRO132B","H&S"
"ANTHRO133","H&S"
"ANTHRO133A","H&S"
"ANTHRO133B","H&S"
"ANTHRO134","H&S"
"ANTHRO134B","H&S"
"ANTHRO135","H&S"
"ANTHRO135A","H&S"
"ANTHRO135C","H&S"
"ANTHRO135H","H&S"
"ANTHRO135I","H&S"
"ANTHRO136","H&S"
"ANTHRO136B","H&S"
"ANTHRO137","H&S"
"ANTHRO137A","H&S"
"ANTHRO138","H&S"
"ANTHRO138A","H&S"
"ANTHRO139","H&S"
"ANTHRO139C","H&S"
"ANTHRO140","H&S"
"ANTHRO140C","H&S"
"ANTHRO141A","H&S"
"ANTHRO141B","H&S"
"ANTHRO142A","H&S"
"ANTHRO142B","H&S"
"ANTHRO143","H&S"
"ANTHRO143B","H&S"
"ANTHRO144A","H&S"
"ANTHRO144B","H&S"
"ANTHRO145","H&S"
"ANTHRO145B","H&S"
"ANTHRO146A","H&S"
"ANTHRO146B","H&S"
"ANTHRO147","H&S"
"ANTHRO147A","H&S"
"ANTHRO147B","H&S"
"ANTHRO148","H&S"
"ANTHRO149","H&S"
"ANTHRO149A","H&S"
"ANTHRO150","H&S"
"ANTHRO150A","H&S"
"ANTHRO151A","H&S"
"ANTHRO152","H&S"
"ANTHRO152A","H&S"
"ANTHRO153A","H&S"
"ANTHRO154","H&S"
"ANTHRO154C","H&S"
"ANTHRO155","H&S"
"ANTHRO156","H&S"
"ANTHRO156B","H&S"
"ANTHRO159C","H&S"
"ANTHRO160","H&S"
"ANTHRO160A","H&S"
"ANTHRO161A","H&S"
"ANTHRO162","H&S"
"ANTHRO163","H&S"
"ANTHRO163A","H&S"
"ANTHRO164","H&S"
"ANTHRO164A","H&S"
"ANTHRO164B","H&S"
"ANTHRO165","H&S"
"ANTHRO165A","H&S"
"ANTHRO166","H&S"
"ANTHRO167A","H&S"
"ANTHRO167B","H&S"
"ANTHRO168","H&S"
"ANTHRO168A","H&S"
"ANTHRO169","H&S"
"ANTHRO169A","H&S"
"ANTHRO170","H&S"
"ANTHRO170A","H&S"
"ANTHRO171","H&S"
"ANTHRO171A","H&S"
"ANTHRO172","H&S"
"ANTHRO172B","H&S"
"ANTHRO174","H&S"
"ANTHRO175","H&S"
"ANTHRO176","H&S"
"ANTHRO177","H&S"
"ANTHRO178","H&S"
"ANTHRO178A","H&S"
"ANTHRO179","H&S"
"ANTHRO179A","H&S"
"ANTHRO179B","H&S"
"ANTHRO180","H&S"
"ANTHRO180A","H&S"
"ANTHRO181A","H&S"
"ANTHRO182","H&S"
"ANTHRO182A","H&S"
"ANTHRO182N","H&S"
"ANTHRO183B","H&S"
"ANTHRO184","H&S"
"ANTHRO185","H&S"
"ANTHRO185A","H&S"
"ANTHRO186B","H&S"
"ANTHRO187","H&S"
"ANTHRO187A","H&S"
"ANTHRO188","H&S"
"ANTHRO193","H&S"
"ANTHRO199","H&S"
"ANTHRO200B","H&S"
"ANTHRO201","H&S"
"ANTHRO201B","H&S"
"ANTHRO202A","H&S"
"ANTHRO203A","H&S"
"ANTHRO204","H&S"
"ANTHRO205","H&S"
"ANTHRO205A","H&S"
"ANTHRO206","H&S"
"ANTHRO206A","H&S"
"ANTHRO209","H&S"
"ANTHRO209A","H&S"
"ANTHRO210","H&S"
"ANTHRO210A","H&S"
"ANTHRO210B","H&S"
"ANTHRO211","H&S"
"ANTHRO211A","H&S"
"ANTHRO212","H&S"
"ANTHRO213","H&S"
"ANTHRO213B","H&S"
"ANTHRO214","H&S"
"ANTHRO214A","H&S"
"ANTHRO214B","H&S"
"ANTHRO215","H&S"
"ANTHRO215B","H&S"
"ANTHRO216","H&S"
"ANTHRO216B","H&S"
"ANTHRO217","H&S"
"ANTHRO217A","H&S"
"ANTHRO217B","H&S"
"ANTHRO219","H&S"
"ANTHRO221","H&S"
"ANTHRO222A","H&S"
"ANTHRO222C","H&S"
"ANTHRO223","H&S"
"ANTHRO223A","H&S"
"ANTHRO225","H&S"
"ANTHRO226A","H&S"
"ANTHRO230B","H&S"
"ANTHRO230D","H&S"
"ANTHRO233","H&S"
"ANTHRO234","H&S"
"ANTHRO235","H&S"
"ANTHRO235A","H&S"
"ANTHRO236","H&S"
"ANTHRO237","H&S"
"ANTHRO238","H&S"
"ANTHRO238A","H&S"
"ANTHRO239","H&S"
"ANTHRO241","H&S"
"ANTHRO243","H&S"
"ANTHRO244B","H&S"
"ANTHRO245","H&S"
"ANTHRO245A","H&S"
"ANTHRO247","H&S"
"ANTHRO247B","H&S"
"ANTHRO248","H&S"
"ANTHRO249","H&S"
"ANTHRO250","H&S"
"ANTHRO251A","H&S"
"ANTHRO253A","H&S"
"ANTHRO254B","H&S"
"ANTHRO254C","H&S"
"ANTHRO255","H&S"
"ANTHRO256","H&S"
"ANTHRO259C","H&S"
"ANTHRO260","H&S"
"ANTHRO260A","H&S"
"ANTHRO261A","H&S"
"ANTHRO262","H&S"
"ANTHRO263","H&S"
"ANTHRO263A","H&S"
"ANTHRO264","H&S"
"ANTHRO266","H&S"
"ANTHRO268A","H&S"
"ANTHRO269","H&S"
"ANTHRO270","H&S"
"ANTHRO270A","H&S"
"ANTHRO271","H&S"
"ANTHRO272","H&S"
"ANTHRO272B","H&S"
"ANTHRO274","H&S"
"ANTHRO275","H&S"
"ANTHRO276","H&S"
"ANTHRO277","H&S"
"ANTHRO278","H&S"
"ANTHRO279A","H&S"
"ANTHRO282","H&S"
"ANTHRO282A","H&S"
"ANTHRO283","H&S"
"ANTHRO283B","H&S"
"ANTHRO285","H&S"
"ANTHRO286","H&S"
"ANTHRO286B","H&S"
"ANTHRO288","H&S"
"ANTHRO298B","H&S"
"ANTHRO298C","H&S"
"ANTHRO299","H&S"
"ANTHRO300","H&S"
"ANTHRO301","H&S"
"ANTHRO301A","H&S"
"ANTHRO302","H&S"
"ANTHRO303","H&S"
"ANTHRO304","H&S"
"ANTHRO305","H&S"
"ANTHRO306","H&S"
"ANTHRO307","H&S"
"ANTHRO308","H&S"
"ANTHRO308A","H&S"
"ANTHRO308B","H&S"
"ANTHRO309","H&S"
"ANTHRO310C","H&S"
"ANTHRO310G","H&S"
"ANTHRO311","H&S"
"ANTHRO311G","H&S"
"ANTHRO312","H&S"
"ANTHRO313","H&S"
"ANTHRO316","H&S"
"ANTHRO317","H&S"
"ANTHRO318","H&S"
"ANTHRO319","H&S"
"ANTHRO320A","H&S"
"ANTHRO321","H&S"
"ANTHRO321A","H&S"
"ANTHRO321B","H&S"
"ANTHRO322","H&S"
"ANTHRO323","H&S"
"ANTHRO324","H&S"
"ANTHRO326","H&S"
"ANTHRO327","H&S"
"ANTHRO328","H&S"
"ANTHRO331","H&S"
"ANTHRO332","H&S"
"ANTHRO332A","H&S"
"ANTHRO333","H&S"
"ANTHRO333A","H&S"
"ANTHRO334","H&S"
"ANTHRO335A","H&S"
"ANTHRO336","H&S"
"ANTHRO337","H&S"
"ANTHRO337B","H&S"
"ANTHRO338","H&S"
"ANTHRO338B","H&S"
"ANTHRO339","H&S"
"ANTHRO339A","H&S"
"ANTHRO340A","H&S"
"ANTHRO341","H&S"
"ANTHRO343","H&S"
"ANTHRO344","H&S"
"ANTHRO345","H&S"
