"coursename","strm","enrollment"
"CHICANST160A","1022","11"
"CHICANST200W","1022","1"
"ASNAMST81A","1022","8"
"LAW664B","1022","18"
"ITALLIT264","1022","4"
"ITALGEN327E","1022","6"
"FRENGEN232E","1022","4"
"LAW685","1022","22"
"ME331","1022","12"
"DBIO11N","1022","14"
"RELIGST130","1022","8"
"ATHLETIC13","1022","4"
"PORTLANG1G","1022","8"
"HRP222","1022","17"
"GES459","1022","2"
"FEMST103C","1022","8"
"NBIO250","1022","7"
"MED272A","1022","24"
"CASA333","1022","15"
"GES203","1022","30"
"SYMBSYS290","1022","2"
"HISTORY5D","1022","21"
"OSPKYOCT181","1022","6"
"OSPKYOCT147","1022","5"
"GEOPHYS385C","1022","4"
"OSPSANTG50","1022","7"
"OSPSANTG51","1022","4"
"AMELANG183A","1022","2"
"ARTHIST262A","1022","8"
"ARTHIST270A","1022","9"
"EARTHSYS99Y","1022","7"
"OSPMOSC199A","1022","2"
"UROL199","1022","1"
"CTL117","1024","25"
"CTL199","1024","1"
"UAC199","1024","3"
"IIS195","1024","9"
"IIS199","1024","11"
"FINANCE220","1024","363"
"MS&E245G","1024","208"
"FINANCE229","1024","48"
"POLECON230","1024","362"
"MKTG240","1024","364"
"MKTG249","1024","48"
"OIT255","1024","203"
"STRAMGT258","1024","48"
"OIT262","1024","369"
"MGTECON300","1024","141"
"MGTECON305","1024","28"
"FINANCE325","1024","127"
"FINANCE326","1024","82"
"FINANCE328","1024","127"
"ACCT330","1024","137"
"GSBGEN339","1024","23"
"GSBGEN341","1024","80"
"MKTG344","1024","39"
"MKTG347","1024","46"
"MGTECON351","1024","20"
"GSBGEN352","1024","85"
"STRAMGT354A","1024","75"
"STRAMGT356","1024","75"
"MKTG358","1024","29"
"STRAMGT358A","1024","75"
"OIT362","1024","75"
"STRAMGT363","1024","72"
"OB372","1024","92"
"OB374","1024","154"
"OIT376","1024","7"
"OB377A","1024","187"
"ACCT390","1024","48"
"GSBGEN399","1024","15"
"GSBGEN522","1024","67"
"MGTECON604","1024","23"
"ACCT611","1024","10"
"OIT616","1024","3"
"FINANCE620","1024","23"
"FINANCE629","1024","15"
"GSBGEN646","1024","26"
"MKTG648","1024","6"
"OB670","1024","17"
"OB673","1024","11"
"OB674","1024","4"
"POLECON681","1024","10"
"OB686","1024","12"
"OB691","1024","23"
"OB692","1024","9"
"OB802","1024","18"
"EDUC53","1024","9"
"EDUC138Q","1024","9"
"EDUC175","1024","11"
"EDUC277X","1024","21"
"EDUC180","1024","50"
"EDUC388B","1024","19"
"EDUC190","1024","17"
"EDUC193A","1024","35"
"EDUC193N","1024","13"
"EDUC195X","1024","6"
"EDUC199B","1024","7"
"EDUC201B","1024","20"
"EDUC201C","1024","7"
"EDUC202I","1024","21"
"EDUC206B","1024","12"
"EDUC208B","1024","33"
"EDUC211","1024","18"
"EDUC220A","1024","24"
"EDUC220D","1024","41"
"EDUC220Y","1024","16"
"EDUC221B","1024","10"
"EDUC224","1024","16"
"EDUC229C","1024","20"
"EDUC232A","1024","28"
"EDUC233A","1024","5"
"EDUC235","1024","15"
"EDUC238B","1024","2"
"EDUC243","1024","3"
"EDUC244X","1024","2"
"EDUC246C","1024","56"
"EDUC247","1024","23"
"EDUC250A","1024","28"
"EDUC254","1024","3"
"EDUC262C","1024","14"
"EDUC263C","1024","11"
"EDUC264C","1024","4"
"EDUC267C","1024","14"
"EDUC268C","1024","15"
"EDUC269","1024","57"
"EDUC272S","1024","11"
"EDUC278","1024","14"
"EDUC284","1024","57"
"EDUC311X","1024","41"
"EDUC313X","1024","7"
"EDUC314","1024","8"
"EDUC316X","1024","7"
"EDUC320X","1024","15"
"EDUC327A","1024","7"
"EDUC331A","1024","7"
"EDUC333B","1024","20"
"EDUC335X","1024","11"
"EDUC338B","1024","4"
"EDUC345X","1024","17"
"EDUC347X","1024","15"
"EDUC350B","1024","14"
"EDUC350D","1024","3"
"EDUC377X","1024","13"
"EDUC380","1024","18"
"SOC311A","1024","1"
"SOC311B","1024","4"
"EDUC401A","1024","7"
"EDUC408","1024","5"
"EDUC410","1024","2"
"EDUC415B","1024","8"
"EDUC423A","1024","8"
"EDUC431","1024","8"
"EDUC453","1024","6"
"EDUC460","1024","14"
"EDUC466","1024","14"
"EDUC470","1024","18"
"EDUC480","1024","41"
"EDUC490","1024","57"
"EDUC801","1024","9"
"EDUC802","1024","45"
"ATHLETIC5C","1024","10"
"ATHLETIC7","1024","31"
"ATHLETIC9V","1024","15"
"ATHLETIC11V","1024","11"
"ATHLETIC14","1024","80"
"ATHLETIC19V","1024","25"
"ATHLETIC28C","1024","5"
"ATHLETIC31V","1024","4"
"ATHLETIC34C","1024","18"
"ATHLETIC37","1024","29"
"ATHLETIC38","1024","6"
"ATHLETIC41V","1024","13"
"ATHLETIC44","1024","15"
"ATHLETIC52","1024","70"
"ATHLETIC53","1024","37"
"ATHLETIC54","1024","50"
"ATHLETIC55","1024","11"
"ATHLETIC57V","1024","9"
"ATHLETIC59","1024","25"
"ATHLETIC60","1024","27"
"ATHLETIC62V","1024","12"
"ATHLETIC65","1024","1"
"ATHLETIC69C","1024","10"
"ATHLETIC71C","1024","9"
"ATHLETIC73","1024","19"
"ATHLETIC79C","1024","24"
"ATHLETIC81V","1024","6"
"ATHLETIC86","1024","10"
"ATHLETIC76C","1024","17"
"ATHLETIC88","1024","56"
"ATHLETIC90","1024","29"
"ATHLETIC96C","1024","27"
"ATHLETIC107V","1024","8"
"ATHLETIC110","1024","30"
"ATHLETIC117","1024","16"
"ATHLETIC118","1024","29"
"ATHLETIC113","1024","28"
"ATHLETIC116","1024","16"
"ATHLETIC115","1024","26"
"ATHLETIC122V","1024","14"
"ATHLETIC124","1024","16"
"ATHLETIC126C","1024","12"
"ATHLETIC132","1024","15"
"ATHLETIC133","1024","20"
"ATHLETIC134","1024","11"
"ATHLETIC135","1024","28"
"ATHLETIC137V","1024","9"
"ATHLETIC138V","1024","14"
"ATHLETIC141","1024","32"
"ATHLETIC142","1024","42"
"ATHLETIC143","1024","72"
"ATHLETIC144","1024","37"
"ATHLETIC148V","1024","3"
"ATHLETIC146","1024","1"
"ATHLETIC151C","1024","5"
"ATHLETIC153V","1024","51"
"ATHLETIC157C","1024","18"
"ATHLETIC163","1024","25"
"ATHLETIC165V","1024","10"
"ATHLETIC171V","1024","7"
"ATHLETIC174","1024","63"
"ATHLETIC175","1024","49"
"ATHLETIC176","1024","40"
"ATHLETIC182V","1024","29"
"ATHLETIC186","1024","233"
"ATHLETIC187","1024","23"
"AA200A","1024","42"
"AA200B","1024","19"
"AA214B","1024","21"
"AA215A","1024","5"
"AA236A","1024","20"
"AA236C","1024","19"
"AA238","1024","8"
"AA240B","1024","12"
"AA244A","1024","9"
"AA272C","1024","20"
"AA283","1024","59"
"AA290","1024","16"
"AA297","1024","43"
"AA300","1024","2"
"AA301","1024","48"
"AA801","1024","1"
"AA802","1024","36"
"CHEMENG110","1024","30"
"CHEMENG120A","1024","33"
"CHEMENG160","1024","26"
"CHEMENG185B","1024","20"
"CHEMENG190","1024","4"
"CHEMENG310A","1024","22"
"CHEMENG345","1024","31"
"CHEMENG444A","1024","24"
"PHYSICS459","1024","62"
"CHEMENG500B","1024","10"
"CHEMENG501B","1024","4"
"CHEMENG502B","1024","1"
"CHEMENG503B","1024","5"
"CHEMENG504B","1024","1"
"CHEMENG505B","1024","2"
"CHEMENG506B","1024","2"
"CHEMENG507B","1024","4"
"CHEMENG509B","1024","4"
"CHEMENG510B","1024","4"
"CHEMENG512B","1024","4"
"CHEMENG600","1024","46"
"CHEMENG699","1024","74"
"CHEMENG801","1024","12"
"CHEMENG802","1024","3"
"CEE47Q","1024","8"
"CEE80N","1024","12"
"CEE99B","1024","12"
"CEE101A","1024","16"
"CEE102","1024","36"
"CEE122A","1024","21"
"CEE148","1024","41"
"CEE256","1024","38"
"CEE162","1024","11"
"CEE171","1024","18"
"CEE172","1024","12"
"CEE273A","1024","3"
"CEE181","1024","8"
"CEE197","1024","33"
"CEE198","1024","1"
"CEE199","1024","1"
"CEE200B","1024","7"
"CEE241","1024","60"
"CEE242","1024","42"
"CEE244B","1024","39"
"CEE258B","1024","53"
"CEE259B","1024","2"
"CEE262B","1024","11"
"CEE263B","1024","11"
"CEE264","1024","9"
"CEE265","1024","23"
"CEE268","1024","13"
"CEE271A","1024","19"
"CEE271B","1024","27"
"CEE274B","1024","14"
"CEE281","1024","24"
"CEE286","1024","26"
"CEE288","1024","18"
"CEE293","1024","43"
"CEE296","1024","7"
"CEE298","1024","21"
"CEE299","1024","30"
"CEE300","1024","3"
"CEE310","1024","1"
"CEE320B","1024","25"
"CEE363","1024","4"
"CEE365B","1024","5"
"CEE370B","1024","5"
"CEE399","1024","34"
"CEE400","1024","31"
"CEE801","1024","1"
"CEE802","1024","55"
"EE101","1024","98"
"EE104","1024","60"
"EE112","1024","77"
"EE121","1024","51"
"EE133","1024","21"
"EE142","1024","32"
"EE178","1024","39"
"EE183","1024","16"
"EE190","1024","3"
"EE191","1024","8"
"EE201B","1024","190"
"EE203","1024","148"
"EE232","1024","31"
"EE234","1024","19"
"EE243","1024","51"
"EE254","1024","14"
"EE261","1024","55"
"EE265","1024","31"
"EE273","1024","116"
"EE275","1024","74"
"EE278","1024","63"
"CS244A","1024","100"
"EE290A","1024","2"
"EE290B","1024","3"
"EE293B","1024","46"
"EE300","1024","2"
"EE312","1024","52"
"EE313","1024","128"
"EE314","1024","101"
"EE316","1024","29"
"EE318","1024","58"
"EE335","1024","16"
"EE350","1024","16"
"EE363","1024","75"
"EE369A","1024","54"
"EE373A","1024","55"
"EE374","1024","30"
"EE376A","1024","81"
"EE379A","1024","115"
"EE380","1024","90"
"EE384A","1024","88"
"EE384X","1024","40"
"EE385A","1024","7"
"EE390","1024","120"
"EE391","1024","103"
"EE392J","1024","18"
"EE400","1024","56"
"EE410","1024","22"
"EE801","1024","38"
"EE802","1024","70"
"ENGR30","1024","93"
"ENGR40","1024","75"
"ENGR50","1024","97"
"ENGR60","1024","167"
"ENGR100","1024","10"
"ENGR102E","1024","54"
"ENGR102M","1024","54"
"ENGR202S","1024","8"
"ENGR202W","1024","22"
"ENGR103","1024","152"
"ME105","1024","36"
"ENGR145","1024","85"
"ENGR155A","1024","61"
"ENGR199","1024","1"
"ENGR206","1024","38"
"ME226A","1024","60"
"ENGR209A","1024","27"
"ENGR235A","1024","5"
"ENGR251","1024","2"
"ENGR298","1024","16"
"ENGR299","1024","6"
"ME310B","1024","30"
"MS&E101","1024","2"
"MS&E108","1024","35"
"MS&E121","1024","90"
"MS&E130","1024","18"
"MS&E131","1024","69"
"MS&E41","1024","123"
"MS&E269","1024","41"
"MS&E92Q","1024","13"
"MS&E201","1024","33"
"MS&E208","1024","1"
"MS&E212","1024","14"
"MS&E221","1024","31"
"MS&E232","1024","62"
"MS&E234","1024","28"
"MS&E241","1024","118"
"MS&E250A","1024","55"
"MS&E251","1024","43"
"MS&E261","1024","61"
"MS&E266","1024","31"
"MS&E271","1024","135"
"MS&E275","1024","58"
"MS&E277","1024","54"
"MS&E299","1024","5"
"MS&E300","1024","16"
"MS&E301","1024","30"
"MS&E311","1024","33"
"MS&E342","1024","89"
"MS&E348","1024","13"
"MS&E352","1024","37"
"MS&E355","1024","6"
"MS&E408","1024","36"
"MS&E446","1024","4"
"MS&E454","1024","5"
"MS&E458","1024","9"
"MS&E472","1024","241"
"MS&E801","1024","2"
"MS&E802","1024","33"
"MATSCI100","1024","1"
"MATSCI150","1024","1"
"MATSCI270","1024","35"
"MATSCI162","1024","9"
"MATSCI200","1024","8"
"MATSCI204","1024","23"
"MATSCI195","1024","31"
"MATSCI196","1024","27"
"MATSCI230","1024","31"
"MATSCI300","1024","58"
"MATSCI316","1024","67"
"MATSCI320","1024","37"
"MATSCI358","1024","10"
"MATSCI405","1024","4"
"MATSCI801","1024","6"
"MATSCI802","1024","23"
"ME33","1024","20"
"ME76N","1024","8"
"ME101","1024","50"
"ME103D","1024","67"
"ME110A","1024","47"
"ME112","1024","88"
"ME115","1024","45"
"ME316A","1024","14"
"ME131B","1024","65"
"ME191","1024","11"
"ME200B","1024","93"
"ME211B","1024","5"
"ME213","1024","27"
"ME215","1024","30"
"ME217A","1024","153"
"ME218B","1024","43"
"ME235B","1024","21"
"ME240A","1024","25"
"ME251B","1024","30"
"ME252B","1024","22"
"ME257","1024","11"
"ME264","1024","15"
"ME269A","1024","4"
"ME271","1024","20"
"ME282A","1024","29"
"ME184A","1024","9"
"ME284A","1024","28"
"ME285","1024","23"
"ME288","1024","67"
"ME290","1024","10"
"ME291","1024","62"
"ME291X","1024","4"
"ME292","1024","53"
"ME295","1024","1"
"ME301","1024","54"
"ME303","1024","98"
"ME116B","1024","58"
"ME318","1024","56"
"ME351C","1024","10"
"ME801","1024","24"
"ME802","1024","56"
"SCCM340","1024","1"
"SCCM399","1024","2"
"SCCM499","1024","4"
"SCCM802","1024","4"
"STS110","1024","121"
"HISTORY106","1024","27"
"STS200","1024","19"
"CS201","1024","47"
"CS51","1024","40"
"CS99I","1024","13"
"CS103A","1024","105"
"CS103B","1024","73"
"CS103X","1024","112"
"CS106A","1024","308"
"CS106B","1024","138"
"CS108","1024","131"
"CS121","1024","187"
"CS138","1024","73"
"CS140","1024","164"
"CS143","1024","119"
"CS154","1024","137"
"CS154N","1024","8"
"CS191","1024","28"
"CS191W","1024","15"
"CS192","1024","1"
"CS193J","1024","87"
"CS193W","1024","50"
"CS194","1024","55"
"CS197","1024","12"
"CS198","1024","6"
"CS199","1024","16"
"CS199P","1024","4"
"CS200","1024","16"
"CS222","1024","34"
"CS223A","1024","96"
"CS223B","1024","54"
"CS224M","1024","37"
"CS228","1024","89"
"CS237C","1024","26"
"CS240","1024","78"
"CS243","1024","72"
"CS245","1024","134"
"CS247A","1024","61"
"CS249","1024","89"
"CS255","1024","182"
"CS256","1024","19"
"CS256L","1024","2"
"CS258","1024","30"
"CS329","1024","10"
"CS348A","1024","50"
"CS377A","1024","21"
"CS390A","1024","1"
"CS390C","1024","1"
"CS393","1024","1"
"CS395","1024","1"
"CS399","1024","36"
"CS399P","1024","3"
"CS448","1024","19"
"CS468","1024","9"
"CS499","1024","153"
"CS528","1024","39"
"CS531","1024","21"
"CS545G","1024","15"
"CS547","1024","122"
"CS801","1024","6"
"CS802","1024","14"
"OSPMOSC15","1024","1"
"OSPMOSC16R","1024","1"
"SLAVLANG112M","1024","3"
"HISTORY121V","1024","1"
"POLISCI146X","1024","1"
"OSPPARIS14B","1024","2"
"OSPPARIS15B","1024","4"
"FRENLANG24P","1024","4"
"OSPPARIS103B","1024","4"
"OSPPARIS105B","1024","4"
"OSPPARIS107A","1024","1"
"OSPPARIS107B","1024","1"
"ARTHIST123Y","1024","9"
"POLISCI122X","1024","16"
"FRENLANG124P","1024","3"
"FRENLANG125P","1024","5"
"OSPPARIS132A","1024","1"
"OSPPARIS138A","1024","1"
"OSPPARIS153A","1024","1"
"PUBLPOL111","1024","8"
"OSPPARIS160A","1024","1"
"OSPPARIS163A","1024","3"
"OSPPARIS163B","1024","3"
"OSPPARIS199B","1024","6"
"OSPPARIS199C","1024","2"
"GERLANG1X","1024","4"
"GERLANG3B","1024","3"
"GERLANG22B","1024","5"
"OSPBER30","1024","5"
"ENGR40B","1024","2"
"OSPBER83","1024","8"
"GERLANG100B","1024","2"
"OSPBER120V","1024","2"
"OSPBER134R","1024","4"
"ECON161X","1024","8"
"GERGEN177A","1024","4"
"OSPBER199B","1024","1"
"LATINAM15X","1024","1"
"LATINAM16X","1024","9"
"CASA71X","1024","6"
"LATINAM105X","1024","6"
"ECON159X","1024","3"
"ECON118X","1024","1"
"ARTSTUDI143Y","1024","5"
"ARTSTUDI190Y","1024","5"
"OSPPUEBL199","1024","3"
"ITALGEN175F","1024","10"
"ARTHIST111Y","1024","19"
"ITALLIT160F","1024","3"
"ENGLISH116Z","1024","11"
"POLISCI127X","1024","11"
"ENGLISH173Y","1024","6"
"ARTHIST176Y","1024","12"
"OSPOXFRD195A","1024","1"
"OSPOXFRD195D","1024","1"
"OSPOXFRD195E","1024","1"
"OSPOXFRD195F","1024","3"
"OSPOXFRD195J","1024","1"
"OSPOXFRD195K","1024","10"
"OSPOXFRD195P","1024","2"
"OSPOXFRD195R","1024","2"
"OSPOXFRD195V","1024","1"
"OSPOXFRD195Z","1024","3"
"OSPOXFRD196A","1024","1"
"OSPOXFRD196B","1024","1"
"OSPOXFRD196D","1024","1"
"OSPOXFRD196E","1024","3"
"OSPOXFRD196F","1024","1"
"OSPOXFRD197K","1024","6"
"OSPOXFRD197P","1024","1"
"OSPOXFRD197R","1024","3"
"OSPOXFRD198E","1024","2"
"OSPOXFRD199A","1024","3"
"SIW198I","1024","8"
"SIW198J","1024","9"
"SIW198K","1024","1"
"SIW198L","1024","9"
"SIW198M","1024","6"
"SIW198N","1024","2"
"OSPKYOCT103B","1024","11"
"OSPKYOCT104B","1024","7"
"OSPKYOCT105A","1024","4"
"OSPKYOCT198A","1024","1"
"OSPKYOCT198B","1024","1"
"OSPSANTG11W","1024","1"
"OSPSANTG12W","1024","1"
"OSPSANTG33B","1024","12"
"SOC111","1024","30"
"SPANLIT166S","1024","24"
"LATINAM119X","1024","15"
"LATINAM129X","1024","24"
"LATINAM162X","1024","1"
"OSPSANTG199A","1024","1"
"OSPSANTG199B","1024","1"
"APPPHYS207","1024","16"
"APPPHYS272","1024","54"
"APPPHYS290","1024","19"
"APPPHYS304","1024","28"
"APPPHYS324","1024","6"
"APPPHYS373","1024","16"
"APPPHYS387","1024","31"
"APPPHYS390","1024","32"
"APPPHYS470","1024","8"
"APPPHYS473B","1024","10"
"APPPHYS483","1024","13"
"APPPHYS802","1024","17"
"ANTHSCI7","1024","16"
"ANTHSCI122","1024","32"
"ANTHSCI142","1024","31"
"ANTHSCI292","1024","21"
"ANTHSCI199","1024","19"
"ANTHSCI201A","1024","6"
"ANTHSCI290","1024","18"
"ANTHSCI293","1024","5"
"ANTHSCI295","1024","3"
"ANTHSCI296","1024","1"
"ANTHSCI299","1024","9"
"ANTHSCI802","1024","5"
"CASA1","1024","58"
"CASA90","1024","17"
"CASA95A","1024","12"
"CASA96","1024","3"
"CASA99B","1024","6"
"CASA133B","1024","300"
"CASA211","1024","9"
"CASA251","1024","22"
"CASA275","1024","7"
"CASA295","1024","6"
"CASA297","1024","15"
"CASA298","1024","1"
"CASA801","1024","2"
"CASA802","1024","16"
"ARTSTUDI14","1024","64"
"ARTSTUDI17","1024","40"
"ARTSTUDI60","1024","39"
"ARTSTUDI70","1024","52"
"ARTSTUDI130","1024","7"
"ARTSTUDI140","1024","28"
"ARTSTUDI141","1024","9"
"ARTSTUDI145","1024","25"
"ARTSTUDI146","1024","19"
"ARTSTUDI147","1024","3"
"ARTSTUDI148","1024","9"
"ARTSTUDI160K","1024","66"
"ARTSTUDI170","1024","20"
"ARTSTUDI246","1024","11"
"ARTSTUDI248","1024","2"
"ARTSTUDI250","1024","2"
"ARTSTUDI260","1024","9"
"ARTSTUDI269","1024","6"
"ARTSTUDI270","1024","12"
"ARTSTUDI271","1024","13"
"ARTSTUDI272","1024","4"
"ARTSTUDI342","1024","6"
"ARTSTUDI360B","1024","6"
"ARTSTUDI801","1024","4"
"ARTHIST3","1024","72"
"ARTHIST180","1024","9"
"ARTHIST151","1024","69"
"ARTHIST298","1024","1"
"ARTHIST660","1024","4"
"ARTHIST610","1024","3"
"ARTHIST620","1024","5"
"ARTHIST630","1024","1"
"ARTHIST640","1024","3"
"ARTHIST650","1024","1"
"ARTHIST802","1024","13"
"EASTASN191","1024","1"
"EASTASN199","1024","2"
"EASTASN330","1024","8"
"EASTASN801","1024","5"
"CSRE200W","1024","2"
"CHINGEN51","1024","17"
"CHINGEN131","1024","17"
"CHINGEN132","1024","17"
"CHINGEN133","1024","16"
"CHINGEN200","1024","3"
"JAPANGEN208","1024","6"
"CHINGEN801","1024","2"
"CHINLANG2","1024","57"
"CHINLANG2B","1024","53"
"CHINLANG6","1024","7"
"CHINLANG7","1024","31"
"CHINLANG11","1024","16"
"CHINLANG16","1024","26"
"CHINLANG22","1024","28"
"CHINLANG22B","1024","19"
"CHINLANG28","1024","16"
"CHINLANG102","1024","14"
"CHINLANG102B","1024","16"
"CHINLANG122","1024","13"
"CHINLANG132","1024","6"
"CHINLANG200","1024","4"
"CHINLANG212","1024","16"
"CHINLANG252","1024","3"
"CHINLIT126","1024","6"
"CHINLIT199","1024","1"
"CHINLIT200","1024","1"
"CHINLIT222","1024","5"
"CHINLIT266","1024","7"
"CHINLIT399","1024","1"
"CHINLIT801","1024","1"
"CHINLIT802","1024","3"
"JAPANGEN151","1024","31"
"JAPANGEN71N","1024","20"
"JAPANGEN92","1024","34"
"JAPANGEN238","1024","24"
"JAPANGEN200","1024","1"
"JAPANLNG2","1024","19"
"JAPANLNG8A","1024","7"
"JAPANLNG8B","1024","83"
"JAPANLNG18A","1024","5"
"JAPANLNG18B","1024","32"
"JAPANLNG22","1024","6"
"JAPANLNG28","1024","8"
"JAPANLNG102","1024","5"
"JAPANLNG108A","1024","8"
"JAPANLNG108B","1024","2"
"JAPANLNG112","1024","4"
"JAPANLNG118A","1024","1"
"JAPANLNG118B","1024","7"
"JAPANLNG122","1024","6"
"JAPANLNG128B","1024","11"
"JAPANLNG212","1024","2"
"JAPANLIT199","1024","2"
"JAPANLIT200","1024","4"
"JAPANLIT247","1024","4"
"JAPANLIT399","1024","1"
"JAPANLIT802","1024","5"
"HUMBIO3A","1024","183"
"HUMBIO3B","1024","187"
"HUMBIO3S","1024","101"
"HUMBIO3Y","1024","9"
"HUMBIO11","1024","356"
"HUMBIO32","1024","19"
"HUMBIO90Q","1024","16"
"HUMBIO97Q","1024","19"
"HUMBIO102B","1024","76"
"HUMBIO115A","1024","37"
"BIOSCI144","1024","21"
"HUMBIO122","1024","21"
"HUMBIO126","1024","52"
"HUMBIO127A","1024","7"
"HUMBIO130","1024","59"
"HUMBIO131","1024","12"
"ANTHSCI164","1024","20"
"HUMBIO142C","1024","15"
"HUMBIO144","1024","31"
"HUMBIO160B","1024","3"
"HUMBIO191","1024","3"
"HUMBIO193","1024","8"
"HUMBIO194","1024","33"
"HUMBIO197","1024","69"
"HUMBIO197S","1024","11"
"HUMBIO198","1024","1"
"HUMBIO199","1024","75"
"HUMBIO200","1024","18"
"KORLANG2","1024","12"
"KORLANG22","1024","6"
"KORLANG200","1024","4"
"BIOSCI2","1024","26"
"BIOSCI18N","1024","15"
"BIOSCI42","1024","259"
"BIOSCI44X","1024","275"
"BIOSCI96A","1024","9"
"BIOSCI112","1024","196"
"EARTHSYS111","1024","43"
"BIOSCI120","1024","5"
"BIOSCI124","1024","26"
"BIOSCI136","1024","28"
"GEOPHYS142X","1024","36"
"BIOSCI146","1024","22"
"BIOSCI148","1024","4"
"BIOSCI198","1024","16"
"BIOSCI198X","1024","1"
"BIOSCI199","1024","44"
"BIOSCI199X","1024","52"
"BIOSCI204","1024","2"
"MPHA210","1024","7"
"BIOSCI213","1024","32"
"BIOSCI220","1024","15"
"BIOSCI290","1024","32"
"BIOSCI291","1024","41"
"BIOSCI300","1024","67"
"BIOSCI300X","1024","7"
"BIOSCI301","1024","18"
"BIOSCI303","1024","9"
"BIOSCI305","1024","1"
"BIOSCI307","1024","4"
"BIOSCI383","1024","2"
"GEOPHYS385Y","1024","2"
"BIOSCI801","1024","13"
"BIOSCI802","1024","19"
"BIOHOPK160H","1024","6"
"BIOHOPK161H","1024","8"
"BIOHOPK163H","1024","16"
"BIOHOPK167H","1024","4"
"BIOHOPK169H","1024","11"
"BIOHOPK170H","1024","7"
"BIOHOPK171H","1024","9"
"BIOHOPK198H","1024","1"
"BIOHOPK199H","1024","1"
"BIOHOPK300H","1024","11"
"BIOHOPK801H","1024","5"
"BIOHOPK802H","1024","1"
"CHEM23N","1024","12"
"CHEM26N","1024","10"
"CHEM27N","1024","6"
"CHEM28N","1024","3"
"CHEM31","1024","315"
"CHEM33","1024","329"
"CHEM110","1024","1"
"CHEM111","1024","76"
"CHEM131","1024","147"
"CHEM133","1024","18"
"CHEM134","1024","25"
"CHEM135","1024","169"
"CHEM151","1024","24"
"CHEM173","1024","44"
"CHEM174","1024","9"
"CHEM190","1024","10"
"CHEM200","1024","112"
"CHEM223","1024","26"
"CHEM227","1024","1"
"CHEM229","1024","39"
"CHEM231","1024","13"
"CHEMENG452","1024","44"
"CHEM235","1024","36"
"CHEM253","1024","12"
"CHEM259","1024","22"
"CHEM273","1024","23"
"CHEM279","1024","43"
"CHEM299","1024","31"
"CHEM300","1024","88"
"CHEM301","1024","112"
"CHEM802","1024","51"
"CLASSART33","1024","5"
"CLASSART302","1024","5"
"CLASSGRK2","1024","6"
"CLASSGRK102","1024","4"
"CLASSGRK175A","1024","5"
"CLASSLAT2","1024","13"
"CLASSLAT51","1024","4"
"CLASSLAT102","1024","7"
"CLASSLAT275B","1024","5"
"CLASSLAT275T","1024","2"
"CLASSGEN119","1024","90"
"CLASSGEN160","1024","13"
"CLASSGEN176","1024","9"
"CLASSGEN205B","1024","4"
"CLASSGEN260","1024","9"
"CLASSGEN360","1024","2"
"CLASSGEN801","1024","1"
"CLASSGEN802","1024","6"
"COMM104","1024","14"
"COMM108","1024","84"
"COMM116","1024","18"
"COMM230","1024","68"
"COMM141B","1024","100"
"COMM149Q","1024","3"
"COMM277A","1024","17"
"COMM277P","1024","9"
"COMM183","1024","49"
"COMM185","1024","3"
"COMM195","1024","3"
"COMM199","1024","17"
"COMM200","1024","24"
"COMM202B","1024","20"
"COMM274","1024","9"
"COMM290","1024","1"
"COMM291B","1024","8"
"COMM293A","1024","10"
"COMM299","1024","9"
"COMM318","1024","4"
"COMM398","1024","3"
"COMM399","1024","6"
"COMM400","1024","2"
"COMM801","1024","1"
"COMM802","1024","3"
"ECON1","1024","320"
"ECON11N","1024","18"
"ECON12N","1024","16"
"ECON50","1024","254"
"ECON50M","1024","53"
"ECON51","1024","132"
"ECON52","1024","131"
"ECON90","1024","34"
"ECON101","1024","57"
"ECON102A","1024","199"
"ECON102B","1024","93"
"ECON103","1024","16"
"ECON106","1024","122"
"ECON113","1024","130"
"ECON118","1024","77"
"ECON120","1024","38"
"ECON139D","1024","53"
"ECON143","1024","24"
"ECON145","1024","49"
"ECON156","1024","68"
"ECON158","1024","30"
"ECON160","1024","71"
"ECON165","1024","47"
"ECON272","1024","23"
"ECON199D","1024","24"
"ECON203","1024","43"
"ECON211","1024","23"
"ECON214","1024","5"
"ECON226","1024","14"
